,close,open,high,low,volume,sma_5,sma_13,sma_21,sma_55,sma_144,avg_sma,sma_std,stretching,velocity,acceleration,volatility,regime,disp_pct,mola_pct,infil_bull,infil_bear,reteste_val,rsi_14,bb_dist,macd_hist,atr_14
2026-01-01 00:00:00,100.0,100.09526448297609,100.03314313620814,99.92045955675935,1000,100.0,99.90975891880578,100.9105889963747,102.03159199630642,104.53647508847456,100.0,0.29918277947842437,0.0,-0.5133494255610884,2.9318467345708825,0.17156261857036934,LATERAL,-0.8291024229971667,0.3000884321225055,False,False,False,84.26828634039639,57.94267703903305,0.0,0.9364575974609772
2026-01-01 01:00:00,100.24262618197845,100.31664456443033,100.40932220926312,100.20234184197638,1000,100.24262618197845,99.90975891880578,100.9105889963747,102.03159199630642,104.53647508847456,100.24262618197845,0.29918277947842437,0.0,-0.5133494255610884,2.9318467345708825,0.17156261857036934,LATERAL,-0.8291024229971667,0.3000884321225055,False,False,False,84.26828634039639,57.94267703903305,0.0154838361148677,0.9364575974609772
2026-01-01 02:00:00,99.48665057443891,99.7494706910909,99.67617772409598,99.29789294709288,1000,99.48665057443891,99.90975891880578,100.9105889963747,102.03159199630642,104.53647508847456,99.69820474662234,0.29918277947842437,0.21219456530946262,-0.5133494255610884,2.9318467345708825,0.38598234331380465,LATERAL,-0.8291024229971667,0.3000884321225055,False,False,False,84.26828634039639,57.94267703903305,-0.023902771625932927,0.9364575974609772
2026-01-01 03:00:00,100.61510898909174,100.7544036245739,100.67934271549736,100.57131689197149,1000,100.61510898909174,100.11479524850303,100.9105889963747,102.03159199630642,104.53647508847456,100.36495211879739,0.35377523869108324,0.24924723722107214,0.3724828071132862,2.9318467345708825,0.4729706756023896,LATERAL,-0.8291024229971667,0.3524888232620644,False,False,False,84.26828634039639,57.94267703903305,0.0246982566691554,0.9364575974609772
2026-01-01 04:00:00,101.9051478834487,101.72700188033673,102.13326607222199,101.78840128411342,1000,101.9051478834487,100.66896914899313,100.9105889963747,102.03159199630642,104.53647508847456,101.28705851622092,0.8741103658921435,0.6102352820610376,2.418497309009794,2.9318467345708825,0.9108049068836745,LATERAL,-0.8291024229971667,0.8630030121292905,False,False,False,84.26828634039639,57.94267703903305,0.13615588082549357,0.9364575974609772
2026-01-01 05:00:00,103.2140003492904,103.21918338482507,103.43588527557179,103.02371880564077,1000,103.2140003492904,101.9114190739436,100.9105889963747,102.03159199630642,104.53647508847456,102.01200280653624,1.1549951431204966,0.7855268724496637,2.598891360198664,2.2264085530853777,1.39176915805048,LATERAL,-0.8291024229971667,1.1322149466185092,False,False,False,84.26828634039639,57.94267703903305,0.28205832008608994,0.9364575974609772
2026-01-01 06:00:00,104.50383680193302,104.37790265075354,104.75989500471425,104.4670806828456,1000,104.50383680193302,103.20766167822404,101.66122846336354,102.03159199630642,104.53647508847456,103.12424231450687,1.4231390073736345,0.9457936810379619,2.5986889184843136,0.1801916094745195,1.8597511826561364,LATERAL,-0.8291024229971667,1.3800237222915686,False,False,False,84.26828634039639,57.94267703903305,0.44004522968519644,0.9364575974609772
2026-01-01 07:00:00,104.34268659046296,104.25834859108069,104.40181533556603,104.2838573310637,1000,104.34268659046296,104.02017458056213,102.34457186477762,102.03159199630642,104.53647508847456,103.56914434526756,1.0727007127398345,0.7882479466455807,1.1286862411725593,-1.4702051190261045,2.0073577475291473,LATERAL,-0.8291024229971667,1.035733875683844,False,False,False,84.26828634039639,57.94267703903305,0.5037229850905076,0.9364575974609772
2026-01-01 08:00:00,103.97427059611364,103.91293039816279,104.06841759318463,103.96286823933026,1000,103.97427059611364,104.27359799616987,103.09250853505675,102.03159199630642,104.53647508847456,103.34299228091167,1.0078115104713632,0.7556797011521523,-0.5295662058193784,-3.128255124303692,2.014080002317268,LATERAL,-0.8291024229971667,0.9752103052443881,False,False,False,84.26828634039639,57.94267703903305,0.49057619192983776,0.9364575974609772
2026-01-01 09:00:00,104.45015282568605,104.39970165008556,104.78453535166149,104.34036721448118,1000,104.45015282568605,104.25570333742088,103.73168250782247,102.52605342138264,104.53647508847456,103.74089802307802,0.8648697818531281,0.5899602472491644,0.10746623522308596,-1.0212200059494734,2.047129124808235,LATERAL,-0.8291024229971667,0.8336825671787907,False,False,False,84.26828634039639,57.94267703903305,0.4827294545296734,0.9364575974609772
